porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Callao,Rotterdam,marítimo,43.99737030181215,polpa de maracujá,containerizado,Reefer,20ft,1.0671614489451384,5.282470893815148,5.947562290089132,16,160099.44414299756,2023,2,39,2,6
Cartagena,Rotterdam,multimodal,40.76282033313254,polpa de goiaba,granel,Reefer,40ft,2.288575903050306,17.58027266093083,5.489992423946924,27,193787.37508569928,2024,6,162,0,24
Santa Marta,Le Havre,marítimo,48.323326372558014,polpa de acerola,containerizado,Reefer,20ft,2.455134147613186,24.47398594901212,5.283192248877162,34,220684.26185946423,2024,5,135,1,20
Santos,Rotterdam,marítimo,8.234875528349164,polpa de caju,containerizado,Reefer,40ft,2.4404667257855297,9.626942955923424,5.41372328695249,46,61086.26664671861,2023,8,237,4,34
Pecém,Le Havre,marítimo,17.074673103395238,polpa de manga,containerizado,Reefer,20ft,1.3316584143071033,20.912177183538773,5.46182235959068,30,86820.21073776484,2022,12,341,2,49
Callao,Le Havre,marítimo,8.60934685161767,polpa de goiaba,containerizado,Reefer,40ft,1.3388730159552387,15.684952421539649,5.938750206440688,17,59315.79274859995,2023,12,339,1,49
Pecém,Rotterdam,marítimo,38.79856372560963,polpa de manga,containerizado,Reefer,20ft,1.5490706878197673,9.429404222778231,5.262022250382546,29,154638.54196465446,2022,11,318,0,46
Suape,Antwerp,marítimo,11.337516011767264,polpa de caju,containerizado,Reefer,20ft,1.4653151063763503,6.020759481679921,6.099205647673584,27,66399.16808880128,2023,9,253,6,36
Pecém,Le Havre,marítimo,9.494884309892303,polpa de maracujá,containerizado,Reefer,40ft,1.4584219710962434,20.198434220340154,5.4573234021189805,28,59250.29858385878,2023,1,17,1,3
Suape,Rotterdam,marítimo,30.27524931948009,polpa de caju,containerizado,Dry,20ft,1.907825075702637,11.32940699049654,5.7324643859476705,12,132928.02181343507,2022,8,233,6,33
Santos,Antwerp,multimodal,23.516812045362133,polpa de manga,containerizado,Reefer,40ft,2.2084120102554246,12.511720561302093,5.982258514800652,47,124501.3183539182,2024,3,87,2,13
Paita,Le Havre,aéreo,37.17956024431102,polpa de caju,containerizado,Reefer,40ft,2.4051522410119004,14.704621064980222,5.815430160792155,27,192605.9405396086,2023,7,188,4,27
Suape,Antwerp,marítimo,26.915692626512282,polpa de acerola,containerizado,Reefer,40ft,1.1017907178659985,15.143898059426164,5.993350312932458,36,128342.5802100133,2024,5,126,6,18
Salaverry,Valencia,marítimo,24.140056817320374,polpa de caju,containerizado,Reefer,20ft,1.4169677145761725,9.123711539408221,5.483893255752519,24,107016.04646912377,2024,3,89,4,13
Paranaguá,Valencia,multimodal,24.14752019361369,polpa de acerola,containerizado,Dry,40ft,1.3825206601644324,18.41283980376942,6.4451748788975,55,117190.89381988527,2022,7,183,5,26
Paranaguá,Antwerp,marítimo,44.23443711794846,polpa de caju,containerizado,Reefer,40ft,1.5361594953607558,18.850799599117472,5.688484582413402,30,193595.02964068844,2024,11,335,5,48
Chancay,Le Havre,marítimo,22.785154282510987,polpa de acerola,containerizado,Reefer,40ft,1.6365013946718565,7.8460184899848695,5.482900414697577,31,100338.35164492307,2023,2,32,2,5
Paranaguá,Rotterdam,aéreo,20.00287074963351,polpa de acerola,containerizado,Reefer,20ft,1.5837572075545325,15.658190798251626,5.44459094185641,17,124212.105110586,2024,2,49,6,7
Chancay,Hamburg,marítimo,20.234078466022822,polpa de caju,containerizado,Reefer,20ft,2.4282208140718,17.185186964545863,5.064042454484972,20,118576.46801262717,2024,6,177,1,26
Santa Marta,Rotterdam,marítimo,13.847035856670063,polpa de goiaba,containerizado,Reefer,20ft,1.6556935841265787,8.725030868005847,6.027208803533623,52,69035.31104944301,2022,5,127,5,18
Paranaguá,Hamburg,marítimo,43.73099827582953,polpa de maracujá,containerizado,Reefer,40ft,1.827388856627287,22.889242530586294,5.393772915715956,21,183909.50936716376,2022,1,1,5,52
Suape,Hamburg,marítimo,11.598386676241171,polpa de maracujá,containerizado,Reefer,40ft,2.12294992072886,14.656517223505768,6.438395309483865,57,63481.85095893103,2022,1,19,2,3
Salaverry,Le Havre,multimodal,45.88748320098224,polpa de maracujá,containerizado,Reefer,40ft,2.087627195479782,7.300567153320343,5.315667118065187,48,199010.7634491268,2023,8,219,0,32
Paita,Antwerp,marítimo,17.756047485995282,polpa de acerola,containerizado,Reefer,40ft,1.8744468500418532,11.687923552423896,5.794236790528056,36,82466.31582654029,2023,4,91,5,13
Pecém,Rotterdam,multimodal,45.47420699782311,polpa de maracujá,containerizado,Dry,40ft,2.2912480352487847,14.539208965493078,6.103206049751636,44,203290.94776111114,2024,8,227,2,33
Cartagena,Antwerp,multimodal,40.586929556655974,polpa de acerola,containerizado,Reefer,20ft,1.9362719634112417,5.202883061614079,6.305172942231511,11,179773.38723079488,2023,3,80,1,12
Paranaguá,Valencia,marítimo,31.18943844276614,polpa de goiaba,containerizado,Reefer,40ft,2.3121382710828993,5.638197513949481,5.23469133923334,44,135715.54725503616,2023,8,237,4,34
Paita,Le Havre,marítimo,35.126150176336964,polpa de caju,containerizado,Reefer,40ft,1.4541486258737557,6.1104119062123585,6.47810231074555,40,137279.04215342496,2022,4,103,2,15
Paita,Le Havre,marítimo,19.66298408712175,polpa de caju,containerizado,Reefer,40ft,1.1980355153700035,15.762704517988666,6.360123477976523,17,108892.81845774729,2024,9,258,5,37
Suape,Valencia,marítimo,30.840287644744805,polpa de acerola,containerizado,Dry,20ft,2.2292806848239035,11.721763924750423,6.444274649341298,29,138691.32385887645,2023,6,155,6,22
Santos,Rotterdam,marítimo,18.158130532701367,polpa de acerola,containerizado,Reefer,40ft,1.573776861962364,22.86208096111999,6.279006139312459,17,111287.572694416,2024,5,129,2,19
Santos,Valencia,marítimo,23.102276625070775,polpa de goiaba,containerizado,Dry,20ft,1.9766268574618604,16.184677446577886,6.316503842050347,13,117366.15117464322,2022,6,174,3,25
Paranaguá,Rotterdam,marítimo,39.40981498531601,polpa de maracujá,containerizado,Reefer,20ft,2.10596679470439,20.197926576418222,5.898243373869745,40,179411.92185554322,2024,10,275,1,40
Cartagena,Hamburg,marítimo,15.97696537145973,polpa de goiaba,containerizado,Reefer,40ft,1.4900657131408734,18.742663535101446,6.267965094676073,41,83134.77956270265,2023,3,66,1,10
Paranaguá,Le Havre,marítimo,42.7480707126892,polpa de caju,containerizado,Reefer,20ft,1.7577450828550587,15.40641454475451,5.801020036794945,22,178480.7871071109,2023,12,362,3,52
Paranaguá,Rotterdam,multimodal,21.914728414924845,polpa de caju,containerizado,Reefer,40ft,2.342389772709256,19.894408795302496,5.807325755919747,31,126363.98769830664,2024,4,120,0,18
Chancay,Antwerp,marítimo,28.947648238528142,polpa de maracujá,containerizado,Reefer,20ft,2.319689852857708,15.894114057354578,5.843870137851489,35,133713.703511717,2024,9,260,0,38
Salaverry,Antwerp,multimodal,47.3882219403293,polpa de caju,containerizado,Dry,40ft,2.124035616269147,12.709126103809009,6.49447688735458,26,209824.12729958797,2023,10,274,6,39
Salaverry,Le Havre,marítimo,35.65650335840937,polpa de acerola,containerizado,Reefer,40ft,2.1441092979152536,13.716096650152966,5.156592260206434,38,152093.4553195916,2023,2,55,4,8
Cartagena,Valencia,marítimo,34.052185078008236,polpa de caju,containerizado,Dry,40ft,2.346526673621998,21.77002679087763,6.20841496774373,36,152553.33893421933,2023,8,229,3,33
Chancay,Valencia,marítimo,37.02234774222631,polpa de manga,containerizado,Reefer,40ft,2.104498580934874,16.265471162470938,5.409968784683251,31,165371.0504751117,2023,4,120,6,17
Paita,Rotterdam,marítimo,46.31501024422526,polpa de maracujá,containerizado,Reefer,40ft,1.5093780389552431,12.545922963246312,5.541840623896613,27,180225.60048775116,2023,2,47,3,7
Santa Marta,Valencia,marítimo,16.18311691496799,polpa de maracujá,containerizado,Reefer,40ft,1.181174019460028,8.594863031724962,5.120799885959042,14,87984.99158294177,2024,7,206,2,30
Chancay,Le Havre,marítimo,32.59585426097023,polpa de maracujá,containerizado,Reefer,20ft,1.632826149962106,14.907156844034105,5.527360672076105,21,131546.66845706766,2022,11,332,0,48
Paranaguá,Rotterdam,marítimo,23.017723447264352,polpa de manga,containerizado,Dry,20ft,1.1310151237805144,10.048082190649495,6.486144045705062,11,104989.10883560897,2023,10,290,1,42
Santos,Hamburg,marítimo,5.533488194460976,polpa de goiaba,containerizado,Reefer,40ft,1.1736561654861826,24.111597562567404,5.595603892742053,51,40431.68022087014,2022,2,41,3,6
Callao,Valencia,marítimo,10.638540338274915,polpa de acerola,containerizado,Reefer,40ft,2.4252581392548542,14.819641693021763,6.00453187995837,16,83037.43842916313,2024,8,229,4,33
Cartagena,Valencia,marítimo,19.624635286861476,polpa de maracujá,containerizado,Reefer,40ft,2.0138304409037344,5.178965477785143,5.181069782242306,56,91758.19274971502,2022,4,105,4,15
Paita,Rotterdam,marítimo,30.424998703186205,polpa de caju,containerizado,Dry,20ft,2.277413050705449,6.857543789889484,6.3837458146230155,35,129984.5365192183,2022,7,202,3,29
Suape,Antwerp,marítimo,44.66636495133222,polpa de acerola,containerizado,Reefer,20ft,1.964348789910236,10.68648983421085,6.241618069920198,48,181109.53842792622,2023,3,85,6,12
Callao,Valencia,multimodal,40.600135319064776,polpa de caju,containerizado,Reefer,20ft,1.6278100426001068,6.843256833966221,5.57944145629542,24,184426.56197404044,2024,6,180,4,26
Callao,Le Havre,aéreo,29.90001525902467,polpa de acerola,containerizado,Reefer,40ft,1.037738173692374,22.87924450990803,5.522694999009149,57,154424.1719399304,2022,7,210,4,30
Chancay,Valencia,multimodal,8.324168805836043,polpa de acerola,containerizado,Reefer,20ft,2.433755555462556,22.087031336010618,5.648400505270267,42,73344.46373864762,2023,7,198,0,29
Pecém,Hamburg,marítimo,17.86578306777404,polpa de caju,containerizado,Reefer,20ft,1.106398708078872,24.417230177535135,5.601887274281748,56,88952.06697169652,2023,12,348,3,50
Callao,Valencia,marítimo,21.501889155150977,polpa de caju,containerizado,Reefer,20ft,1.9152445990297489,19.129312286876196,5.3870762071218365,12,113374.01765842753,2024,2,41,5,6
Paranaguá,Antwerp,marítimo,32.977273334172914,polpa de acerola,containerizado,Reefer,40ft,1.1533048175957732,17.909290924240317,6.486269411249019,51,141915.54389424878,2023,3,89,3,13
Buenaventura,Valencia,marítimo,7.92156303409285,polpa de maracujá,containerizado,Reefer,40ft,1.4262215178843525,23.469932757915533,6.2158196835571085,57,48505.46622985266,2023,10,302,6,43
Santos,Rotterdam,aéreo,28.858709952521302,polpa de caju,containerizado,Dry,40ft,1.2787261859481922,23.927862896126484,5.401884889261325,11,157836.91330939642,2023,9,264,3,38
Santa Marta,Valencia,marítimo,45.565905926511824,polpa de manga,containerizado,Reefer,20ft,1.8305753727383152,22.54975685767205,6.472587201540393,26,203419.2283263253,2023,1,22,6,3
Santos,Antwerp,marítimo,36.74447130638313,polpa de manga,containerizado,Dry,20ft,2.33061301768315,22.229456876396455,5.023295207070319,10,171186.7716739824,2022,10,296,6,42
Buenaventura,Rotterdam,marítimo,40.86845629532404,polpa de acerola,containerizado,Reefer,40ft,1.9534334616965743,18.43406510887456,5.656846455094126,45,172678.76408662266,2022,9,258,3,37
Salaverry,Le Havre,aéreo,35.67540417615831,polpa de goiaba,containerizado,Reefer,40ft,1.9962820292593908,5.032118944792896,5.854227795591826,52,167137.7481972472,2022,9,268,6,38
Paranaguá,Rotterdam,marítimo,14.29651004776665,polpa de acerola,containerizado,Reefer,40ft,2.363397244319954,13.590341006593054,5.056379933167467,26,80503.53290849192,2023,2,54,3,8
Suape,Hamburg,marítimo,9.97177190297084,polpa de acerola,containerizado,Reefer,40ft,2.124137841956658,17.71325542358695,5.241555786055702,11,71413.0147037846,2022,8,235,1,34
Callao,Rotterdam,marítimo,42.3270802852209,polpa de maracujá,containerizado,Dry,40ft,2.298933754576049,15.942547608892095,5.387196623277945,42,181218.61062716332,2024,9,256,3,37
Salaverry,Le Havre,marítimo,36.29769962069878,polpa de maracujá,containerizado,Dry,20ft,1.624588137789798,21.422532597817447,6.08034058655944,38,154173.35405446842,2023,7,209,4,30
Paranaguá,Valencia,multimodal,30.87777014673657,polpa de goiaba,containerizado,Reefer,20ft,2.29803450665818,21.3780455302826,6.409615293297913,15,157447.9698398908,2022,2,49,4,7
Chancay,Rotterdam,marítimo,13.517728923571068,polpa de goiaba,containerizado,Dry,20ft,1.9687920828487668,16.973640189232114,5.936802630301897,52,64751.5311646271,2022,8,223,3,32
Santos,Rotterdam,marítimo,32.1505234390289,polpa de goiaba,containerizado,Reefer,40ft,1.2034116741120071,5.4398810651812735,5.843992386515438,45,138393.15104775695,2024,7,191,1,28
Salaverry,Rotterdam,multimodal,6.40948033499719,polpa de goiaba,containerizado,Dry,40ft,1.0580687625505991,12.386599046694355,5.8051386799636955,33,48419.58958983061,2022,10,277,1,40
Cartagena,Rotterdam,marítimo,10.347761047728174,polpa de goiaba,containerizado,Reefer,40ft,1.3660516205286766,9.576331706869478,5.526055474716502,20,59566.63456053717,2023,2,55,4,8
Callao,Le Havre,marítimo,19.035056741199107,polpa de acerola,containerizado,Dry,20ft,1.5675244732400369,11.775762175105015,6.241571519205795,14,94479.6532050467,2023,9,246,6,35
Callao,Antwerp,marítimo,24.968222483502394,polpa de acerola,containerizado,Dry,40ft,2.256351799121285,17.345853090321235,5.811151157354389,39,111060.01002744489,2023,1,10,1,2
Suape,Antwerp,marítimo,10.425402311990016,polpa de manga,containerizado,Reefer,40ft,2.111866835537945,6.329238053654551,5.345154768985584,19,58325.577159241,2022,3,73,0,11
Pecém,Rotterdam,marítimo,10.397308273589111,polpa de manga,containerizado,Reefer,40ft,2.4330635917103764,5.44484098097943,5.205246812246117,46,63871.4551662872,2024,11,324,1,47
Cartagena,Le Havre,marítimo,37.6652147262636,polpa de caju,containerizado,Reefer,40ft,1.838762198119759,13.737458319606088,6.478268772292804,36,163291.3379419618,2022,7,195,3,28
Callao,Le Havre,aéreo,30.637373294006853,polpa de acerola,containerizado,Reefer,40ft,2.1216124774119915,20.8714766449529,5.026209822533003,36,175515.17454153224,2024,4,117,4,17
Paita,Rotterdam,marítimo,29.018389134994926,polpa de goiaba,containerizado,Reefer,20ft,1.412925077863937,5.6139714919710375,6.400160044984707,33,115410.69952041947,2024,11,335,5,48
Cartagena,Hamburg,multimodal,25.359552280289748,polpa de caju,containerizado,Reefer,40ft,2.0193668393429607,21.980971701861275,5.327454951770466,12,147212.2357708533,2024,12,357,6,51
Callao,Rotterdam,marítimo,48.944439785505374,polpa de maracujá,containerizado,Reefer,20ft,2.059226803804429,12.677592655000158,5.986324299022471,47,188888.2275557081,2022,1,23,6,3
Buenaventura,Hamburg,marítimo,7.241012730246954,polpa de acerola,containerizado,Reefer,40ft,2.272622992629342,7.3647085789090365,5.452298788397197,35,45972.87790760762,2022,12,360,0,52
Cartagena,Rotterdam,aéreo,13.128222927270984,polpa de manga,containerizado,Reefer,20ft,1.8046052663126257,16.349954575962045,6.2897156178197235,54,95755.71595142534,2023,7,195,4,28
Paranaguá,Hamburg,marítimo,34.137849083055684,polpa de acerola,containerizado,Reefer,20ft,1.9735077213927656,24.047211228488187,5.815167983272413,57,151655.91951080947,2023,11,307,4,44
Cartagena,Hamburg,marítimo,11.13645442330586,polpa de acerola,containerizado,Reefer,20ft,1.3045732151573484,15.850257980776302,5.211586633972594,48,64354.522119853136,2023,11,314,4,45
Santa Marta,Rotterdam,marítimo,31.52214221041282,polpa de acerola,containerizado,Reefer,20ft,2.105138635189677,18.73269511571943,5.40475250067365,27,140850.79017542812,2023,3,75,3,11
Suape,Hamburg,marítimo,30.549255146648598,polpa de acerola,containerizado,Reefer,20ft,2.2576175839602026,21.328425737820396,5.48047786035464,12,164283.18523441796,2024,7,203,6,29
Chancay,Valencia,marítimo,48.69523326378389,polpa de maracujá,containerizado,Reefer,40ft,1.8906066192796245,20.986802444948395,6.328883546585146,47,203608.44969270314,2022,1,7,4,1
Chancay,Antwerp,marítimo,44.752391917206005,polpa de manga,containerizado,Reefer,20ft,1.1735116935612973,6.462374570274793,6.150107628059029,51,165104.36854495987,2023,2,56,5,8
Chancay,Le Havre,marítimo,47.549900469535366,polpa de acerola,containerizado,Reefer,40ft,1.4692860344679146,19.819908264618498,6.244380968916301,57,202983.01689162466,2024,4,103,4,15
Paranaguá,Hamburg,marítimo,10.112106626329084,polpa de maracujá,containerizado,Reefer,20ft,1.713271976516935,23.988991317457494,5.078378281762179,34,72953.94947453133,2023,7,194,3,28
Salaverry,Hamburg,aéreo,44.0666796764385,polpa de caju,containerizado,Dry,40ft,2.015743587104251,19.013044679611546,5.8681733082098955,22,221563.15412971412,2024,7,184,1,27
Chancay,Le Havre,multimodal,10.809079777773768,polpa de acerola,containerizado,Reefer,20ft,1.4804906617978382,21.728857874209353,6.4987653957719695,34,77156.04831944141,2024,10,277,3,40
Santa Marta,Hamburg,marítimo,33.4819480344795,polpa de maracujá,containerizado,Dry,20ft,2.2604365770086714,14.710994020222394,6.177799458579972,33,141264.91080446253,2022,5,126,4,18
Santos,Le Havre,aéreo,37.4035172305101,polpa de goiaba,containerizado,Reefer,20ft,1.5576846870481054,11.38138652745743,5.181061522084872,50,170021.91419550148,2023,1,30,0,5
Paranaguá,Rotterdam,marítimo,12.238407416717862,polpa de caju,containerizado,Dry,40ft,1.0642545219204411,18.52478446181748,6.018227251111023,25,73654.69593429608,2024,3,87,2,13
Salaverry,Valencia,marítimo,33.469671916829284,polpa de manga,containerizado,Reefer,20ft,2.1909916250047523,14.843999562388303,6.117985731342775,52,153830.94365052332,2024,5,151,3,22
Santos,Valencia,marítimo,7.3607221810397325,polpa de acerola,containerizado,Reefer,40ft,1.966334754266562,22.905777126288104,5.771372533882113,50,56185.3257110853,2023,7,211,6,30
Santos,Antwerp,marítimo,18.19697385842736,polpa de acerola,containerizado,Dry,40ft,2.2029347420960463,24.487639371877187,5.118129721660163,51,86889.33003445662,2022,11,325,0,47
Santos,Hamburg,marítimo,46.45213222703525,polpa de maracujá,containerizado,Reefer,40ft,1.5233347199003402,21.39604135018001,5.0520293528095355,20,213194.3322768831,2024,7,200,3,29
Paita,Antwerp,marítimo,12.727902330584113,polpa de manga,containerizado,Dry,40ft,1.0264452882289687,24.85359234970888,6.4067145458590256,30,75846.28451084885,2024,4,103,4,15
Suape,Rotterdam,marítimo,7.937149660264737,polpa de goiaba,containerizado,Reefer,40ft,1.110629385486742,11.967411967886063,5.386270948217928,40,51830.54282776854,2024,11,325,2,47
Suape,Valencia,marítimo,24.965518984495674,polpa de caju,containerizado,Reefer,40ft,1.1677011710512408,22.91510757508967,5.568452190527675,24,124261.11553186453,2024,4,107,1,16
Paranaguá,Rotterdam,multimodal,43.27781938372722,polpa de manga,containerizado,Reefer,20ft,2.2077213672335523,11.59867257594759,6.192916311478258,54,201229.12316947198,2024,7,196,6,28
Santa Marta,Rotterdam,marítimo,8.450257188573048,polpa de acerola,containerizado,Dry,40ft,1.452152131540236,7.360761506119071,6.033891120076165,58,47570.17472459124,2023,3,78,6,11
Santa Marta,Hamburg,marítimo,20.999091435368385,polpa de maracujá,containerizado,Reefer,20ft,2.496847764133694,17.427473906228975,6.4528485500515025,45,106266.70973304546,2022,3,75,2,11
Santa Marta,Rotterdam,marítimo,45.489867555169674,polpa de goiaba,containerizado,Reefer,40ft,2.1375825947453277,14.099772686239927,5.139258800316751,52,196469.63429582308,2023,7,192,1,28
Santos,Valencia,marítimo,10.316999747500445,polpa de maracujá,containerizado,Reefer,40ft,1.9017324296353477,23.433984668612357,6.060379361118841,10,73797.17927074115,2022,12,363,3,52
Buenaventura,Antwerp,marítimo,18.980082766037597,polpa de caju,containerizado,Dry,40ft,2.4754291179946373,14.843877751560301,5.123343279166504,37,92230.52307690478,2023,3,83,4,12
Cartagena,Valencia,marítimo,40.028927519106674,polpa de manga,containerizado,Reefer,40ft,1.4744637824747768,23.55265158628606,5.000248244751717,42,165423.61459969427,2022,9,262,0,38
Salaverry,Hamburg,marítimo,29.444494421246194,polpa de maracujá,containerizado,Dry,20ft,1.2484233536817566,6.572677343902051,5.180345339281621,12,126420.32696247693,2022,5,125,3,18
Suape,Valencia,multimodal,42.45499132851124,polpa de maracujá,containerizado,Reefer,20ft,2.105909454476973,21.610236714926693,5.925088772418856,24,206873.75764065143,2024,6,181,5,26
Chancay,Le Havre,marítimo,10.021792687195928,polpa de acerola,containerizado,Reefer,40ft,1.4171250681844625,20.182285369287648,6.0142891243661625,42,59251.71320066383,2022,9,245,4,35
Paranaguá,Antwerp,multimodal,46.42493771208752,polpa de maracujá,containerizado,Reefer,40ft,2.4415553921001356,19.399565469570845,5.6575098086143765,41,215279.73844438532,2023,6,177,0,26
Salaverry,Le Havre,aéreo,47.071030753184395,polpa de goiaba,containerizado,Reefer,20ft,2.4821039683752564,12.102717101375795,5.069106064606136,32,222728.83752681894,2023,4,120,6,17
Paranaguá,Le Havre,marítimo,11.989085906601785,polpa de manga,containerizado,Reefer,40ft,2.3896065925380308,20.67519271995149,5.951089086581736,35,69517.93837949351,2022,5,122,0,18
Buenaventura,Hamburg,marítimo,6.5243958983037516,polpa de caju,containerizado,Reefer,40ft,2.417142644364317,14.665931584895539,5.128726216379735,57,46300.13721156855,2022,5,125,3,18
Paita,Rotterdam,marítimo,49.5428621880006,polpa de maracujá,containerizado,Reefer,40ft,1.92348222612454,19.30407021769536,5.212589497649597,26,210594.6294828061,2022,6,170,6,24
Paita,Le Havre,marítimo,26.7013216536091,polpa de goiaba,containerizado,Reefer,40ft,2.038177974352945,16.044542935703408,5.76886352715624,18,125647.7221222598,2022,5,124,2,18
Santos,Valencia,marítimo,30.74339318159441,polpa de caju,containerizado,Reefer,40ft,1.1413692366590416,8.148794090668222,5.510559907212271,14,135221.8459632546,2024,11,329,6,47
Paita,Rotterdam,marítimo,32.71571301499593,polpa de goiaba,containerizado,Reefer,40ft,2.144575239593033,6.291171803466044,5.697130890914511,38,135341.23600791252,2023,10,281,6,40
Paranaguá,Valencia,marítimo,40.53508082512262,polpa de maracujá,granel,Reefer,40ft,1.3030950446153415,12.323733024068076,5.952615355440789,15,176332.35462879264,2024,2,56,6,8
Chancay,Valencia,multimodal,41.5394586070663,polpa de maracujá,containerizado,Reefer,40ft,2.2604890895565743,23.655776458916968,5.240010554242096,56,199161.349705006,2022,7,201,2,29
Santos,Rotterdam,marítimo,13.726635094389824,polpa de manga,containerizado,Reefer,40ft,2.4422977309165024,15.594700416431062,6.339630109536512,50,76345.96254219757,2023,1,4,2,1
Callao,Rotterdam,multimodal,15.648653328508695,polpa de acerola,containerizado,Reefer,40ft,1.3185664437482099,21.043841352337417,5.83922009696936,44,94554.73872926096,2024,3,67,3,10
Santa Marta,Valencia,marítimo,44.457486302586744,polpa de goiaba,containerizado,Dry,20ft,1.117046676408432,16.519061412976626,5.033139913296928,30,176595.0173237333,2022,3,77,4,11
Salaverry,Hamburg,multimodal,41.87829221377639,polpa de acerola,containerizado,Reefer,40ft,1.7258352089018347,24.15810572546875,5.942679262600791,54,185665.40820597933,2022,2,59,0,9
Buenaventura,Antwerp,marítimo,32.79287216992799,polpa de acerola,containerizado,Dry,40ft,2.1873240579224635,12.389111243092017,5.694768397661077,54,133467.06611742484,2023,3,66,1,10
Santos,Antwerp,marítimo,49.76146216061824,polpa de caju,granel,Reefer,40ft,2.1559602549152843,6.141009107559459,6.052458667213784,32,202054.39217523552,2023,9,273,5,39
Paranaguá,Hamburg,marítimo,38.083277459809565,polpa de caju,containerizado,Dry,20ft,2.0452277584848764,20.613367666111692,6.176050434406317,44,162150.87485706995,2022,4,109,1,16
Salaverry,Rotterdam,marítimo,14.7126545658612,polpa de goiaba,containerizado,Reefer,40ft,2.2310439853521116,19.109130166621828,6.408267280084894,55,83604.86385353189,2024,10,278,4,40
Chancay,Valencia,marítimo,43.09898289497052,polpa de acerola,containerizado,Reefer,40ft,1.262482528892729,15.550687644766922,6.497518691412499,11,191449.60838378803,2022,3,68,2,10
Pecém,Antwerp,marítimo,23.662968636656302,polpa de manga,granel,Reefer,40ft,1.9779066368289189,11.527824863806293,5.82442549020714,51,115035.49420914792,2024,12,363,5,52
Buenaventura,Valencia,marítimo,6.626869724358013,polpa de acerola,containerizado,Reefer,20ft,1.9085189738464747,8.765302953788785,5.842262529692637,18,48383.91318633132,2022,11,305,1,44
Paranaguá,Hamburg,marítimo,19.46395750152518,polpa de caju,containerizado,Reefer,20ft,1.2301475856395396,14.645520883526286,5.03366787646341,22,102346.39025386082,2023,11,309,6,44
Buenaventura,Valencia,marítimo,39.35980553267234,polpa de acerola,containerizado,Reefer,40ft,1.6216406059578214,18.324028185809738,6.297755710229496,52,166650.44732465508,2022,12,365,5,52
Suape,Hamburg,marítimo,48.20927932339129,polpa de maracujá,containerizado,Reefer,40ft,2.2787945789643214,16.577728587403858,5.043076990313781,43,208926.20357604336,2024,3,91,6,13
Pecém,Rotterdam,marítimo,17.426138733643725,polpa de maracujá,containerizado,Dry,40ft,2.45770270607224,13.74981020743216,5.948997210501563,25,91129.7270884387,2022,12,343,4,49
Salaverry,Hamburg,multimodal,16.093234598437178,polpa de manga,containerizado,Dry,20ft,1.9981452663660277,15.7938888865839,5.147865468116345,14,105813.51719845772,2024,8,217,6,31
Paita,Hamburg,marítimo,30.362746351923505,polpa de goiaba,containerizado,Reefer,40ft,2.3829115629793667,7.15909860629197,5.428757906159685,10,154344.33614740247,2024,6,169,0,25
Paranaguá,Antwerp,marítimo,41.525775484810104,polpa de acerola,containerizado,Reefer,40ft,1.1980738458751259,18.916802077198426,5.210494329666088,49,169817.2298505717,2024,2,32,3,5
Buenaventura,Valencia,multimodal,38.593655697242596,polpa de maracujá,granel,Dry,20ft,2.462590788464421,19.68512087591867,5.206091432168812,31,173650.91643258568,2022,12,341,2,49
Salaverry,Antwerp,marítimo,30.198150615326746,polpa de goiaba,containerizado,Dry,20ft,1.05025974877107,5.229052081941812,5.111901473475395,57,118928.22321058769,2024,7,212,1,31
Paita,Le Havre,marítimo,33.41253567265153,polpa de maracujá,containerizado,Reefer,40ft,1.790888910206652,10.41039111721738,5.476822972978256,55,138834.28875977063,2023,1,18,2,3
Chancay,Hamburg,marítimo,15.89445307968548,polpa de goiaba,containerizado,Reefer,40ft,1.4365124942062286,6.84233720346546,5.63547701667919,35,78809.4023147618,2024,9,274,0,40
Chancay,Le Havre,marítimo,24.465841925150777,polpa de goiaba,containerizado,Reefer,40ft,2.220863660177214,24.964642637489934,5.696709789248238,43,122607.95283581367,2022,10,300,3,43
Buenaventura,Antwerp,marítimo,16.4914531934135,polpa de maracujá,containerizado,Dry,40ft,1.326315448146266,16.866856675103268,5.6595620592006615,59,73504.84735719161,2022,5,139,3,20
Santos,Valencia,marítimo,44.7988088680087,polpa de caju,granel,Reefer,20ft,1.0172950550997082,14.314761884531249,5.785538051442916,30,169048.8127166751,2022,12,359,6,51
Suape,Antwerp,marítimo,10.06495283144821,polpa de goiaba,containerizado,Reefer,40ft,1.6219141888542898,14.260020379621146,6.2896803937804115,16,73936.35911085695,2024,4,106,0,16
Santos,Valencia,marítimo,35.58832510353669,polpa de acerola,containerizado,Reefer,40ft,1.0961619964996672,24.295478384575404,5.947694923559263,34,155946.86909431723,2023,4,118,4,17
Suape,Valencia,marítimo,16.712743872426056,polpa de maracujá,containerizado,Dry,20ft,1.4351388537816236,18.19711276299097,5.0259285064547194,21,94079.49583322507,2024,6,179,3,26
